DateTime,idx,Date,Day,Hour,Weekday,Week,Month,PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),CO(GT),C6H6(GT),NOx(GT),NO2(GT),T,RH,AH,ewma
2004-03-11 10:00:00,16,2004-03-11,11,10,4,11,3,1233.0,827.0,1218.0,1446.0,860.0,1.7,6.3,112.0,98.0,10.8,58.4,0.7552,1476.17112908686
2004-03-11 11:00:00,17,2004-03-11,11,11,4,11,3,1179.0,762.0,1328.0,1362.0,671.0,1.5,5.0,95.0,92.0,10.5,57.9,0.7352,1400.0570428324895
2004-03-11 12:00:00,18,2004-03-11,11,12,4,11,3,1236.0,774.0,1301.0,1401.0,664.0,1.6,5.2,104.0,95.0,9.5,66.8,0.7951,1400.685680944704
2004-03-11 13:00:00,19,2004-03-11,11,13,4,11,3,1286.0,869.0,1162.0,1537.0,799.0,1.9,7.3,146.0,112.0,8.3,76.4,0.8393,1491.5618936742978
2004-03-11 14:00:00,20,2004-03-11,11,14,4,11,3,1371.0,1034.0,983.0,1730.0,1037.0,2.9,11.5,207.0,128.0,8.0,81.1,0.8736,1650.5206312399623
2004-03-11 15:00:00,21,2004-03-11,11,15,4,11,3,1310.0,933.0,1082.0,1647.0,946.0,2.2,8.8,184.0,126.0,8.3,79.8,0.8778,1648.1735437465793
2004-03-11 16:00:00,22,2004-03-11,11,16,4,11,3,1292.0,912.0,1103.0,1591.0,957.0,2.2,8.3,193.0,131.0,9.7,71.2,0.8569,1610.0578479151213
2004-03-11 17:00:00,23,2004-03-11,11,17,4,11,3,1383.0,1020.0,1008.0,1719.0,1104.0,2.9,11.2,243.0,135.0,9.8,67.6,0.8185,1682.6859493052975
2004-03-11 18:00:00,24,2004-03-11,11,18,4,11,3,1581.0,1319.0,799.0,2083.0,1409.0,4.8,20.8,281.0,151.0,10.3,64.2,0.8065,1949.5619831020806
2004-03-11 19:00:00,25,2004-03-11,11,19,4,11,3,1776.0,1488.0,702.0,2333.0,1704.0,6.9,27.4,383.0,172.0,9.7,69.3,0.8319,2205.187327700794
2004-03-11 20:00:00,26,2004-03-11,11,20,4,11,3,1640.0,1404.0,743.0,2191.0,1654.0,6.1,24.0,351.0,165.0,9.6,67.8,0.8133,2195.729109233597
2004-03-11 21:00:00,27,2004-03-11,11,21,4,11,3,1313.0,1076.0,957.0,1707.0,1285.0,3.9,12.8,240.0,136.0,9.1,64.0,0.7419,1869.9097030778512
2004-03-11 22:00:00,28,2004-03-11,11,22,4,11,3,965.0,749.0,1325.0,1333.0,821.0,1.5,4.7,94.0,85.0,8.2,63.4,0.6905,1511.9699010259453
2004-03-11 23:00:00,29,2004-03-11,11,23,4,11,3,913.0,629.0,1565.0,1252.0,552.0,1.0,2.6,47.0,53.0,8.2,60.8,0.6657,1338.6566336753142
2004-03-12 00:00:00,30,2004-03-12,12,0,5,11,3,1080.0,805.0,1254.0,1375.0,816.0,1.7,5.9,122.0,97.0,8.3,58.5,0.6438,1362.8855445584381
2004-03-12 01:00:00,31,2004-03-12,12,1,5,11,3,1044.0,829.0,1247.0,1378.0,832.0,1.9,6.4,133.0,110.0,7.7,59.7,0.6308,1372.961848186146
2004-03-12 02:00:00,32,2004-03-12,12,2,5,11,3,988.0,718.0,1396.0,1304.0,692.0,1.4,4.1,82.0,91.0,7.1,61.8,0.6276,1326.9872827287154
2004-03-12 03:00:00,33,2004-03-12,12,3,5,11,3,889.0,574.0,1680.0,1187.0,512.0,0.8,1.9,,,7.0,62.3,0.6261,1233.6624275762385
2004-03-12 04:00:00,34,2004-03-12,12,4,5,11,3,831.0,506.0,1893.0,1134.0,384.0,,1.1,21.0,32.0,6.1,65.9,0.6248,1167.2208091920795
2004-03-12 05:00:00,35,2004-03-12,12,5,5,11,3,847.0,501.0,1895.0,1155.0,394.0,0.6,1.0,30.0,44.0,6.3,65.0,0.6233,1159.0736030640264
2004-03-12 06:00:00,36,2004-03-12,12,6,5,11,3,927.0,571.0,1685.0,1223.0,487.0,0.8,1.8,56.0,71.0,6.8,62.9,0.6234,1201.691201021342
2004-03-12 07:00:00,37,2004-03-12,12,7,5,11,3,1091.0,730.0,1387.0,1361.0,748.0,1.4,4.4,109.0,104.0,6.4,65.1,0.6316,1307.897067007114
2004-03-12 08:00:00,38,2004-03-12,12,8,5,11,3,1587.0,1236.0,897.0,1900.0,1400.0,4.4,17.9,307.0,141.0,7.3,63.1,0.6499,1702.632355669038
2004-03-12 09:00:00,39,2004-03-12,12,9,5,11,3,1545.0,1353.0,767.0,2058.0,1588.0,,22.1,,,9.2,56.2,0.6561,1939.544118556346
2004-03-12 10:00:00,40,2004-03-12,12,10,5,11,3,1350.0,1118.0,912.0,1712.0,1237.0,3.1,14.0,187.0,122.0,13.2,41.7,0.632,1787.848039518782
2004-03-12 11:00:00,41,2004-03-12,12,11,5,11,3,1263.0,1037.0,969.0,1598.0,1167.0,2.7,11.6,216.0,143.0,14.3,38.4,0.6243,1661.2826798395938
2004-03-12 12:00:00,42,2004-03-12,12,12,5,11,3,1206.0,986.0,1035.0,1537.0,959.0,2.1,10.2,143.0,113.0,15.0,36.5,0.6195,1578.4275599465311
2004-03-12 13:00:00,43,2004-03-12,12,13,5,11,3,1252.0,1016.0,1008.0,1593.0,983.0,2.5,11.0,160.0,116.0,16.1,34.5,0.6262,1588.142519982177
2004-03-12 14:00:00,44,2004-03-12,12,14,5,11,3,1287.0,1078.0,949.0,1660.0,1061.0,2.7,12.8,163.0,123.0,16.3,35.7,0.656,1636.0475066607257
2004-03-12 15:00:00,45,2004-03-12,12,15,5,11,3,1353.0,1122.0,922.0,1740.0,1139.0,2.9,14.2,190.0,126.0,15.8,37.0,0.661,1705.3491688869087
2004-03-12 16:00:00,46,2004-03-12,12,16,5,11,3,1309.0,1073.0,954.0,1657.0,1112.0,2.8,12.7,178.0,120.0,15.9,37.2,0.6657,1673.1163896289697
2004-03-12 17:00:00,47,2004-03-12,12,17,5,11,3,1274.0,1041.0,1006.0,1610.0,994.0,2.4,11.7,150.0,119.0,16.9,34.3,0.6549,1631.03879654299
2004-03-12 18:00:00,48,2004-03-12,12,18,5,11,3,1510.0,1277.0,812.0,1910.0,1410.0,3.9,19.3,206.0,149.0,15.1,39.6,0.6766,1817.0129321809966
2004-03-12 19:00:00,49,2004-03-12,12,19,5,11,3,1525.0,1246.0,821.0,1847.0,1448.0,3.7,18.2,202.0,145.0,14.4,43.4,0.7084,1837.0043107269987
2004-03-12 20:00:00,50,2004-03-12,12,20,5,11,3,1843.0,1610.0,624.0,2390.0,1887.0,6.6,32.6,340.0,170.0,12.9,50.5,0.7478,2205.668103575666
2004-03-12 21:00:00,51,2004-03-12,12,21,5,11,3,1598.0,1299.0,752.0,1941.0,1627.0,4.4,20.1,274.0,149.0,12.1,53.3,0.7536,2029.2227011918887
2004-03-12 22:00:00,52,2004-03-12,12,22,5,11,3,1484.0,1127.0,839.0,1723.0,1491.0,3.5,14.3,253.0,139.0,11.0,59.1,0.774,1825.0742337306294
2004-03-12 23:00:00,53,2004-03-12,12,23,5,11,3,1677.0,1346.0,741.0,2062.0,1657.0,5.4,21.8,300.0,134.0,9.7,64.6,0.7771,1983.0247445768764
2004-03-13 00:00:00,54,2004-03-13,13,0,6,11,3,1280.0,964.0,963.0,1544.0,1285.0,2.7,9.6,193.0,113.0,9.5,64.1,0.7597,1690.3415815256255
2004-03-13 01:00:00,55,2004-03-13,13,1,6,11,3,1196.0,873.0,1071.0,1463.0,1144.0,1.9,7.4,139.0,97.0,9.1,63.9,0.7423,1538.7805271752086
2004-03-13 02:00:00,56,2004-03-13,13,2,6,11,3,1184.0,782.0,1176.0,1365.0,1043.0,1.6,5.4,83.0,82.0,8.8,63.9,0.7256,1422.9268423917363
2004-03-13 03:00:00,57,2004-03-13,13,3,6,11,3,1172.0,783.0,1179.0,1380.0,996.0,1.7,5.4,,,7.8,67.5,0.7173,1394.308947463912
2004-03-13 04:00:00,58,2004-03-13,13,4,6,11,3,1147.0,821.0,1132.0,1412.0,992.0,,6.2,109.0,83.0,7.0,71.1,0.7158,1406.1029824879706
2004-03-13 05:00:00,59,2004-03-13,13,5,6,11,3,978.0,625.0,1420.0,1274.0,819.0,1.0,2.6,62.0,65.0,8.3,63.6,0.6982,1318.0343274959903
2004-03-13 06:00:00,60,2004-03-13,13,6,6,11,3,1100.0,646.0,1406.0,1268.0,835.0,1.2,2.9,53.0,60.0,7.2,67.5,0.6887,1284.6781091653302
2004-03-13 07:00:00,61,2004-03-13,13,7,6,11,3,1112.0,770.0,1228.0,1409.0,940.0,1.5,5.1,139.0,77.0,6.3,71.9,0.6932,1367.5593697217766
2004-03-13 08:00:00,62,2004-03-13,13,8,6,11,3,1336.0,1043.0,935.0,1678.0,1192.0,2.7,11.8,256.0,96.0,6.5,71.6,0.6945,1574.5197899072589
2004-03-13 09:00:00,63,2004-03-13,13,9,6,11,3,1408.0,1153.0,830.0,1777.0,1411.0,3.7,15.1,295.0,119.0,9.6,59.7,0.7124,1709.506596635753
2004-03-13 10:00:00,64,2004-03-13,13,10,6,11,3,1447.0,1081.0,869.0,1667.0,1465.0,3.2,12.9,250.0,126.0,12.4,51.2,0.7335,1681.168865545251
2004-03-13 11:00:00,65,2004-03-13,13,11,6,11,3,1542.0,1184.0,808.0,1780.0,1583.0,4.1,16.1,296.0,158.0,15.6,42.2,0.7451,1747.0562885150837
2004-03-13 12:00:00,66,2004-03-13,13,12,6,11,3,1451.0,1117.0,875.0,1679.0,1387.0,3.6,14.0,239.0,161.0,18.4,33.8,0.709,1701.685429505028
2004-03-13 13:00:00,67,2004-03-13,13,13,6,11,3,1328.0,1059.0,987.0,1600.0,1101.0,2.8,12.3,153.0,124.0,19.4,31.3,0.695,1633.8951431683427
2004-03-13 14:00:00,68,2004-03-13,13,14,6,11,3,1207.0,924.0,1088.0,1488.0,850.0,2.0,8.6,118.0,102.0,18.0,34.8,0.7127,1536.6317143894476
2004-03-13 15:00:00,69,2004-03-13,13,15,6,11,3,1240.0,947.0,1049.0,1532.0,947.0,2.0,9.2,119.0,116.0,18.4,33.6,0.7042,1533.5439047964826
2004-03-13 16:00:00,70,2004-03-13,13,16,6,11,3,1306.0,987.0,1004.0,1554.0,1078.0,2.5,10.2,138.0,124.0,17.6,35.1,0.7012,1547.1813015988275
2004-03-13 17:00:00,71,2004-03-13,13,17,6,11,3,1326.0,1000.0,976.0,1602.0,1084.0,2.3,10.6,148.0,125.0,16.7,37.8,0.7117,1583.7271005329424
2004-03-13 18:00:00,72,2004-03-13,13,18,6,11,3,1473.0,1163.0,831.0,1779.0,1395.0,3.2,15.5,227.0,148.0,16.1,41.0,0.7451,1713.9090335109806
2004-03-13 19:00:00,73,2004-03-13,13,19,6,11,3,1609.0,1286.0,758.0,1922.0,1612.0,4.2,19.6,277.0,165.0,15.8,42.4,0.7569,1852.6363445036602
2004-03-13 20:00:00,74,2004-03-13,13,20,6,11,3,1611.0,1274.0,754.0,1915.0,1697.0,4.2,19.2,279.0,161.0,15.7,44.1,0.7786,1894.2121148345534
2004-03-13 21:00:00,75,2004-03-13,13,21,6,11,3,1621.0,1247.0,762.0,1860.0,1886.0,4.2,18.3,283.0,159.0,15.3,46.8,0.8091,1871.4040382781843
2004-03-13 22:00:00,76,2004-03-13,13,22,6,11,3,1444.0,1089.0,844.0,1748.0,1624.0,3.1,13.1,214.0,143.0,14.6,48.6,0.806,1789.1346794260614
2004-03-13 23:00:00,77,2004-03-13,13,23,6,11,3,1418.0,1010.0,892.0,1603.0,1536.0,2.6,10.9,172.0,130.0,14.7,49.3,0.8193,1665.0448931420206
2004-03-14 00:00:00,78,2004-03-14,14,0,7,11,3,1534.0,1013.0,889.0,1611.0,1535.0,2.9,11.0,190.0,129.0,13.9,53.6,0.8498,1629.0149643806735
2004-03-14 01:00:00,79,2004-03-14,14,1,7,11,3,1484.0,1045.0,880.0,1624.0,1530.0,2.8,11.9,174.0,119.0,14.6,51.5,0.8536,1625.6716547935578
2004-03-14 02:00:00,80,2004-03-14,14,2,7,11,3,1367.0,925.0,953.0,1543.0,1337.0,2.5,8.6,128.0,104.0,12.5,58.9,0.8537,1570.5572182645192
2004-03-14 03:00:00,81,2004-03-14,14,3,7,11,3,1344.0,968.0,921.0,1620.0,1278.0,2.4,9.7,,,11.6,63.4,0.8674,1603.5190727548397
2004-03-14 04:00:00,82,2004-03-14,14,4,7,11,3,1130.0,773.0,1130.0,1452.0,1051.0,,5.2,70.0,82.0,12.1,61.1,0.8603,1502.5063575849465
2004-03-14 05:00:00,83,2004-03-14,14,5,7,11,3,1062.0,691.0,1272.0,1377.0,929.0,1.2,3.7,53.0,70.0,11.5,63.1,0.8533,1418.8354525283155
2004-03-14 06:00:00,84,2004-03-14,14,6,7,11,3,1076.0,618.0,1395.0,1333.0,872.0,1.0,2.5,44.0,63.0,11.6,62.2,0.8473,1361.6118175094387
2004-03-14 07:00:00,85,2004-03-14,14,7,7,11,3,1028.0,615.0,1384.0,1340.0,853.0,0.9,2.4,74.0,67.0,10.4,67.6,0.853,1347.2039391698129
2004-03-14 08:00:00,86,2004-03-14,14,8,7,11,3,1155.0,722.0,1225.0,1414.0,959.0,1.4,4.2,101.0,84.0,11.6,62.7,0.853,1391.7346463899376
2004-03-14 09:00:00,87,2004-03-14,14,9,7,11,3,1235.0,828.0,1055.0,1527.0,1093.0,1.6,6.4,118.0,83.0,12.4,60.0,0.8627,1481.9115487966458
2004-03-14 10:00:00,88,2004-03-14,14,10,7,11,3,1332.0,923.0,952.0,1614.0,1225.0,2.2,8.6,144.0,98.0,14.5,53.1,0.8728,1569.9705162655484
2004-03-14 11:00:00,89,2004-03-14,14,11,7,11,3,1445.0,1009.0,878.0,1696.0,1355.0,2.8,10.9,176.0,114.0,16.9,46.1,0.8789,1653.9901720885161
2004-03-14 12:00:00,90,2004-03-14,14,12,7,11,3,1416.0,1002.0,907.0,1677.0,1262.0,2.8,10.7,161.0,119.0,19.3,38.3,0.8474,1669.3300573628387
2004-03-14 13:00:00,91,2004-03-14,14,13,7,11,3,1281.0,880.0,1084.0,1525.0,980.0,2.0,7.5,113.0,104.0,21.2,31.4,0.7812,1573.1100191209462
2004-03-14 14:00:00,92,2004-03-14,14,14,7,11,3,1207.0,879.0,1104.0,1490.0,872.0,1.8,7.5,103.0,102.0,21.4,30.2,0.7616,1517.703339706982
2004-03-14 15:00:00,93,2004-03-14,14,15,7,11,3,1258.0,906.0,1081.0,1511.0,900.0,1.9,8.2,112.0,107.0,21.9,29.0,0.7525,1513.234446568994
2004-03-14 16:00:00,94,2004-03-14,14,16,7,11,3,1458.0,1045.0,974.0,1646.0,1099.0,3.0,11.9,170.0,129.0,22.2,28.4,0.7516,1601.744815522998
2004-03-14 17:00:00,95,2004-03-14,14,17,7,11,3,1438.0,1051.0,943.0,1668.0,1206.0,2.9,12.0,180.0,128.0,21.3,30.8,0.7696,1645.914938507666
2004-03-14 18:00:00,96,2004-03-14,14,18,7,11,3,1478.0,1055.0,929.0,1671.0,1262.0,2.5,12.2,160.0,121.0,19.7,36.7,0.8307,1662.6383128358887
2004-03-14 19:00:00,97,2004-03-14,14,19,7,11,3,1808.0,1312.0,753.0,1993.0,1698.0,4.6,20.6,261.0,157.0,18.4,41.7,0.8732,1882.8794376119629
2004-03-14 20:00:00,98,2004-03-14,14,20,7,11,3,1898.0,1381.0,681.0,2103.0,1905.0,5.9,23.1,325.0,173.0,17.6,46.1,0.921,2029.6264792039876
2004-03-14 21:00:00,99,2004-03-14,14,21,7,11,3,1560.0,1140.0,784.0,1818.0,1648.0,3.4,14.7,217.0,146.0,16.7,49.6,0.932,1888.5421597346624
2004-03-14 22:00:00,100,2004-03-14,14,22,7,11,3,1324.0,940.0,924.0,1587.0,1423.0,2.1,9.0,146.0,121.0,16.3,51.0,0.9341,1687.5140532448875
2004-03-14 23:00:00,101,2004-03-14,14,23,7,11,3,1349.0,933.0,933.0,1617.0,1349.0,2.2,8.8,152.0,119.0,14.7,55.9,0.9314,1640.5046844149626
2004-03-15 00:00:00,102,2004-03-15,15,0,1,12,3,1239.0,872.0,985.0,1547.0,1250.0,1.8,7.4,104.0,99.0,14.8,54.7,0.9164,1578.168228138321
2004-03-15 01:00:00,103,2004-03-15,15,1,1,12,3,1239.0,853.0,1010.0,1543.0,1174.0,1.8,6.9,106.0,93.0,14.0,57.0,0.9094,1554.7227427127737
2004-03-15 02:00:00,104,2004-03-15,15,2,1,12,3,1224.0,855.0,998.0,1566.0,1149.0,1.8,7.0,108.0,88.0,13.4,61.3,0.9361,1562.2409142375911
2004-03-15 03:00:00,105,2004-03-15,15,3,1,12,3,1078.0,734.0,1128.0,1487.0,1021.0,1.1,4.4,,,12.6,63.5,0.923,1512.0803047458637
2004-03-15 04:00:00,106,2004-03-15,15,4,1,12,3,1078.0,711.0,1150.0,1468.0,1013.0,,4.0,66.0,71.0,12.3,65.4,0.9351,1482.693434915288
2004-03-15 05:00:00,107,2004-03-15,15,5,1,12,3,1075.0,703.0,1156.0,1464.0,1010.0,1.0,3.9,88.0,74.0,11.9,67.4,0.9375,1470.2311449717627
2004-03-15 06:00:00,108,2004-03-15,15,6,1,12,3,1157.0,830.0,1030.0,1584.0,1083.0,1.4,6.4,138.0,80.0,11.4,70.5,0.9475,1546.077048323921
2004-03-15 07:00:00,109,2004-03-15,15,7,1,12,3,1314.0,966.0,897.0,1710.0,1235.0,2.2,9.7,228.0,89.0,11.3,70.2,0.9401,1655.3590161079737
2004-03-15 08:00:00,110,2004-03-15,15,8,1,12,3,1797.0,1451.0,652.0,2323.0,1680.0,5.5,25.9,360.0,114.0,12.4,63.9,0.917,2100.4530053693247
2004-03-15 09:00:00,111,2004-03-15,15,9,1,12,3,1961.0,1701.0,537.0,2665.0,2184.0,8.1,36.7,478.0,149.0,14.8,54.3,0.9076,2476.817668456442
2004-03-15 10:00:00,112,2004-03-15,15,10,1,12,3,1771.0,1470.0,622.0,2262.0,1973.0,5.8,26.6,394.0,157.0,17.4,45.6,0.8993,2333.605889485481
2004-03-15 11:00:00,113,2004-03-15,15,11,1,12,3,1564.0,1300.0,710.0,2029.0,1798.0,4.2,20.1,319.0,155.0,19.8,38.5,0.8801,2130.5352964951603
2004-03-15 12:00:00,114,2004-03-15,15,12,1,12,3,1430.0,1120.0,831.0,1783.0,1522.0,3.1,14.1,201.0,134.0,22.0,34.1,0.8904,1898.84509883172
2004-03-15 13:00:00,115,2004-03-15,15,13,1,12,3,1417.0,1146.0,830.0,1831.0,1404.0,2.9,14.9,171.0,119.0,23.3,32.2,0.9096,1853.6150329439067
2004-03-15 14:00:00,116,2004-03-15,15,14,1,12,3,1400.0,1162.0,838.0,1829.0,1263.0,2.9,15.4,159.0,111.0,23.9,30.0,0.8757,1837.2050109813024
2004-03-15 15:00:00,117,2004-03-15,15,15,1,12,3,1317.0,1053.0,926.0,1707.0,1137.0,2.5,12.1,153.0,104.0,24.4,28.9,0.8736,1750.4016703271009
2004-03-15 16:00:00,118,2004-03-15,15,16,1,12,3,1318.0,1033.0,950.0,1675.0,1068.0,2.3,11.5,143.0,99.0,24.4,29.4,0.8848,1700.1338901090337
2004-03-15 17:00:00,119,2004-03-15,15,17,1,12,3,1445.0,1141.0,857.0,1824.0,1252.0,2.8,14.8,156.0,110.0,23.8,31.3,0.9137,1782.7112967030114
2004-03-15 18:00:00,120,2004-03-15,15,18,1,12,3,1917.0,1601.0,631.0,2447.0,1843.0,6.1,32.1,314.0,162.0,22.5,35.4,0.9547,2225.570432234337
2004-03-15 19:00:00,121,2004-03-15,15,19,1,12,3,2040.0,1754.0,542.0,2679.0,2122.0,8.0,39.2,404.0,187.0,20.4,42.5,1.0086,2527.856810744779
2004-03-15 20:00:00,122,2004-03-15,15,20,1,12,3,1895.0,1573.0,565.0,2443.0,1992.0,6.5,31.0,320.0,165.0,18.3,52.6,1.0945,2471.285603581593
2004-03-15 21:00:00,123,2004-03-15,15,21,1,12,3,1595.0,1294.0,678.0,2058.0,1707.0,4.2,19.9,256.0,145.0,16.7,57.4,1.0786,2195.761867860531
2004-03-15 22:00:00,124,2004-03-15,15,22,1,12,3,1439.0,1159.0,764.0,1856.0,1494.0,3.2,15.3,193.0,125.0,15.7,60.2,1.0654,1969.25395595351
2004-03-15 23:00:00,125,2004-03-15,15,23,1,12,3,1142.0,852.0,1008.0,1547.0,1164.0,1.4,6.9,89.0,101.0,15.3,61.4,1.058,1687.7513186511699
2004-03-16 00:00:00,126,2004-03-16,16,0,2,12,3,1304.0,1019.0,852.0,1731.0,1272.0,2.1,11.1,127.0,103.0,14.1,65.7,1.0494,1716.5837728837232
2004-03-16 01:00:00,127,2004-03-16,16,1,2,12,3,1074.0,784.0,1098.0,1483.0,1040.0,1.2,5.4,79.0,88.0,14.8,60.6,1.0148,1560.8612576279077
2004-03-16 02:00:00,128,2004-03-16,16,2,2,12,3,968.0,640.0,1320.0,1386.0,867.0,0.8,2.8,43.0,61.0,14.8,59.2,0.9879,1444.287085875969
2004-03-16 03:00:00,129,2004-03-16,16,3,2,12,3,929.0,608.0,1376.0,1364.0,826.0,0.7,2.3,,,13.6,62.1,0.9636,1390.7623619586564
2004-03-16 04:00:00,130,2004-03-16,16,4,2,12,3,941.0,626.0,1316.0,1373.0,840.0,,2.6,59.0,59.0,12.3,66.2,0.945,1378.9207873195521
2004-03-16 05:00:00,131,2004-03-16,16,5,2,12,3,937.0,585.0,1412.0,1348.0,793.0,0.6,2.0,38.0,52.0,12.8,63.2,0.9283,1358.3069291065174
2004-03-16 06:00:00,132,2004-03-16,16,6,2,12,3,1017.0,681.0,1246.0,1418.0,870.0,0.9,3.5,82.0,64.0,11.2,68.5,0.9081,1398.1023097021725
2004-03-16 07:00:00,133,2004-03-16,16,7,2,12,3,1171.0,770.0,1162.0,1467.0,930.0,1.3,5.1,99.0,70.0,11.0,66.5,0.8705,1444.0341032340575
2004-03-16 08:00:00,134,2004-03-16,16,8,2,12,3,1541.0,1185.0,770.0,1889.0,1407.0,3.4,16.2,263.0,97.0,11.7,63.7,0.8719,1740.6780344113524
2004-03-16 09:00:00,135,2004-03-16,16,9,2,12,3,1539.0,1287.0,698.0,2055.0,1507.0,3.7,19.7,229.0,95.0,13.6,56.3,0.8743,1950.2260114704507
2004-03-16 10:00:00,136,2004-03-16,16,10,2,12,3,1735.0,1431.0,628.0,2211.0,1843.0,5.3,25.1,396.0,150.0,17.8,42.9,0.8672,2124.0753371568167
2004-03-16 11:00:00,137,2004-03-16,16,11,2,12,3,1571.0,1297.0,730.0,1973.0,1729.0,4.1,20.0,314.0,162.0,21.4,33.3,0.8417,2023.358445718939
2004-03-16 12:00:00,138,2004-03-16,16,12,2,12,3,1452.0,1250.0,776.0,1868.0,1583.0,3.3,18.3,217.0,154.0,24.4,27.4,0.8231,1919.7861485729798
2004-03-16 13:00:00,139,2004-03-16,16,13,2,12,3,1579.0,1359.0,724.0,1998.0,1671.0,4.0,22.3,252.0,161.0,25.3,26.1,0.8264,1971.9287161909933
2004-03-16 14:00:00,140,2004-03-16,16,14,2,12,3,1466.0,1309.0,773.0,1897.0,1491.0,3.8,20.4,263.0,161.0,25.8,23.2,0.7589,1921.976238730331
2004-03-16 15:00:00,141,2004-03-16,16,15,2,12,3,1280.0,1136.0,893.0,1675.0,1240.0,2.8,14.6,180.0,128.0,27.0,20.2,0.7094,1757.3254129101103
2004-03-16 16:00:00,142,2004-03-16,16,16,2,12,3,1407.0,1197.0,905.0,1759.0,1313.0,2.9,16.6,184.0,129.0,28.2,18.6,0.7014,1758.4418043033702
2004-03-16 17:00:00,143,2004-03-16,16,17,2,12,3,1389.0,1173.0,898.0,1739.0,1363.0,2.9,15.8,190.0,133.0,28.0,19.1,0.7098,1745.4806014344567
2004-03-16 18:00:00,144,2004-03-16,16,18,2,12,3,1447.0,1235.0,859.0,1778.0,1296.0,3.4,17.8,184.0,139.0,23.9,25.7,0.7519,1767.1602004781523
2004-03-16 19:00:00,145,2004-03-16,16,19,2,12,3,1551.0,1271.0,800.0,1875.0,1432.0,3.9,19.1,181.0,137.0,21.3,34.8,0.873,1839.0534001593842
2004-03-16 20:00:00,146,2004-03-16,16,20,2,12,3,1474.0,1173.0,854.0,1776.0,1432.0,3.2,15.8,166.0,143.0,20.4,36.7,0.8704,1797.017800053128
2004-03-16 21:00:00,147,2004-03-16,16,21,2,12,3,1800.0,1426.0,700.0,2106.0,2034.0,5.1,24.9,317.0,177.0,19.0,41.3,0.9007,2003.0059333510426
